Lesson,Exercise ID,Type,Order,Prompt HY,Prompt EN,Prompt RU
w10_l7,w10_l7_v11_mc_prompt,multiple_choice,42,"Ընտրիր "բեմ"-ի թարգմանությունը","Choose the meaning of "stage"","Выбери перевод "сцена""
w10_l7,w10_l7_v11_tr_answer,translate,43,"Թարգմանիր՝ "բեմ"","Translate: "բեմ"","Переведи: "բեմ""
w10_l7,w10_l7_v11_tr_prompt,translate,47,"Թարգմանիր՝ "քննադատ"","Translate: "քննադատ"","Переведи: "քննադատ""
w10_l7,w10_l7_v12,multiple_choice,48,"Ընտրիր "գլուխգործոց"-ի թարգմանությունը","Choose the meaning of "masterpiece"","Выбери перевод "шедевр""
w10_l7,w10_l7_v12_mc_answer,translate,49,"Թարգմանիր՝ "գլուխգործոց"","Translate: "գլուխգործոց"","Переведи: "գլուխգործոց""
w10_l8,w10_l8_match_prompt,translate,3,"Թարգմանիր՝ "նկարիչ"","Translate: "նկարիչ"","Переведи: "նկարիչ""
w10_l8,w10_l8_v0,multiple_choice,4,"Ընտրիր "գործ"-ի թարգմանությունը","Choose the meaning of "work (art)"","Выбери перевод "произведение""
w10_l8,w10_l8_v0_mc_answer,translate,5,"Թարգմանիր՝ "գործ"","Translate: "գործ"","Переведи: "գործ""
w10_l8,w10_l8_v0_mc_prompt,translate,9,"Թարգմանիր՝ "թանգարան"","Translate: "թանգարան"","Переведи: "թանգարան""
w10_l8,w10_l8_v0_tr_answer,multiple_choice,10,"Ընտրիր "պատկերասրահ"-ի թարգմանությունը","Choose the meaning of "gallery"","Выбери перевод "галерея""
w10_l8,w10_l8_v0_tr_prompt,multiple_choice,14,"Ընտրիր "ոգեշնչում"-ի թարգմանությունը","Choose the meaning of "inspiration"","Выбери перевод "вдохновение""
w10_l8,w10_l8_v1,translate,15,"Թարգմանիր՝ "ոգեշնչում"","Translate: "ոգեշնչում"","Переведи: "ոգեշնչում""
w10_l8,w10_l8_v1_mc_answer,multiple_choice,16,"Ընտրիր "ստեղծագործել"-ի թարգմանությունը","Choose the meaning of "to create"","Выбери перевод "создавать""
w10_l8,w10_l8_v1_mc_prompt,multiple_choice,20,"Ընտրիր "զգացմունք"-ի թարգմանությունը","Choose the meaning of "emotion"","Выбери перевод "эмоция""
w10_l8,w10_l8_v1_tr_answer,translate,21,"Թարգմանիր՝ "զգացմունք"","Translate: "զգացմունք"","Переведи: "զգացմունք""
w10_l8,w10_l8_v1_tr_prompt,translate,25,"Թարգմանիր՝ "ոճ"","Translate: "ոճ"","Переведи: "ոճ""
w10_l8,w10_l8_v10,multiple_choice,26,"Ընտրիր "դասական"-ի թարգմանությունը","Choose the meaning of "classical"","Выбери перевод "классический""
w10_l8,w10_l8_v10_mc_answer,translate,27,"Թարգմանիր՝ "դասական"","Translate: "դասական"","Переведи: "դասական""
w10_l8,w10_l8_v10_mc_prompt,translate,31,"Թարգմանիր՝ "վեպ"","Translate: "վեպ"","Переведи: "վեպ""
w10_l8,w10_l8_v10_tr_answer,multiple_choice,32,"Ընտրիր "բանաստեղծություն"-ի թարգմանությունը","Choose the meaning of "poem"","Выбери перевод "стихотворение""
w10_l8,w10_l8_v10_tr_prompt,multiple_choice,36,"Ընտրիր "ֆիլմ"-ի թարգմանությունը","Choose the meaning of "film"","Выбери перевод "фильм""
w10_l8,w10_l8_v11,translate,37,"Թարգմանիր՝ "ֆիլմ"","Translate: "ֆիլմ"","Переведи: "ֆիլմ""
w10_l8,w10_l8_v11_mc_answer,multiple_choice,38,"Ընտրիր "ռեժիսոր"-ի թարգմանությունը","Choose the meaning of "director"","Выбери перевод "режиссёр""
w10_l8,w10_l8_v11_mc_prompt,multiple_choice,42,"Ընտրիր "բեմ"-ի թարգմանությունը","Choose the meaning of "stage"","Выбери перевод "сцена""
w10_l8,w10_l8_v11_tr_answer,translate,43,"Թարգմանիր՝ "բեմ"","Translate: "բեմ"","Переведи: "բեմ""
w10_l8,w10_l8_v11_tr_prompt,translate,47,"Թարգմանիր՝ "քննադատ"","Translate: "քննադատ"","Переведи: "քննադատ""
w10_l8,w10_l8_v12,multiple_choice,48,"Ընտրիր "գլուխգործոց"-ի թարգմանությունը","Choose the meaning of "masterpiece"","Выбери перевод "шедевр""
w10_l8,w10_l8_v12_mc_answer,translate,49,"Թարգմանիր՝ "գլուխգործոց"","Translate: "գլուխգործոց"","Переведи: "գլուխգործոց""
w10_l9,w10_l9_match_prompt,translate,3,"Թարգմանիր՝ "նկարիչ"","Translate: "նկարիչ"","Переведи: "նկարիչ""
w10_l9,w10_l9_v0,multiple_choice,4,"Ընտրիր "գործ"-ի թարգմանությունը","Choose the meaning of "work (art)"","Выбери перевод "произведение""
w10_l9,w10_l9_v0_mc_answer,translate,5,"Թարգմանիր՝ "գործ"","Translate: "գործ"","Переведи: "գործ""
w10_l9,w10_l9_v0_mc_prompt,translate,9,"Թարգմանիր՝ "թանգարան"","Translate: "թանգարան"","Переведи: "թանգարան""
w10_l9,w10_l9_v0_tr_answer,multiple_choice,10,"Ընտրիր "պատկերասրահ"-ի թարգմանությունը","Choose the meaning of "gallery"","Выбери перевод "галерея""
w10_l9,w10_l9_v0_tr_prompt,multiple_choice,14,"Ընտրիր "ոգեշնչում"-ի թարգմանությունը","Choose the meaning of "inspiration"","Выбери перевод "вдохновение""
w10_l9,w10_l9_v1,translate,15,"Թարգմանիր՝ "ոգեշնչում"","Translate: "ոգեշնչում"","Переведи: "ոգեշնչում""
w10_l9,w10_l9_v1_mc_answer,multiple_choice,16,"Ընտրիր "ստեղծագործել"-ի թարգմանությունը","Choose the meaning of "to create"","Выбери перевод "создавать""
w10_l9,w10_l9_v1_mc_prompt,multiple_choice,20,"Ընտրիր "զգացմունք"-ի թարգմանությունը","Choose the meaning of "emotion"","Выбери перевод "эмоция""
w10_l9,w10_l9_v1_tr_answer,translate,21,"Թարգմանիր՝ "զգացմունք"","Translate: "զգացմունք"","Переведи: "զգացմունք""
w10_l9,w10_l9_v1_tr_prompt,translate,25,"Թարգմանիր՝ "ոճ"","Translate: "ոճ"","Переведи: "ոճ""
w10_l9,w10_l9_v10,multiple_choice,26,"Ընտրիր "դասական"-ի թարգմանությունը","Choose the meaning of "classical"","Выбери перевод "классический""
w10_l9,w10_l9_v10_mc_answer,translate,27,"Թարգմանիր՝ "դասական"","Translate: "դասական"","Переведи: "դասական""
w10_l9,w10_l9_v10_mc_prompt,translate,31,"Թարգմանիր՝ "վեպ"","Translate: "վեպ"","Переведи: "վեպ""
w10_l9,w10_l9_v10_tr_answer,multiple_choice,32,"Ընտրիր "բանաստեղծություն"-ի թարգմանությունը","Choose the meaning of "poem"","Выбери перевод "стихотворение""
w10_l9,w10_l9_v10_tr_prompt,multiple_choice,36,"Ընտրիր "ֆիլմ"-ի թարգմանությունը","Choose the meaning of "film"","Выбери перевод "фильм""
w10_l9,w10_l9_v11,translate,37,"Թարգմանիր՝ "ֆիլմ"","Translate: "ֆիլմ"","Переведи: "ֆիլմ""
w10_l9,w10_l9_v11_mc_answer,multiple_choice,38,"Ընտրիր "ռեժիսոր"-ի թարգմանությունը","Choose the meaning of "director"","Выбери перевод "режиссёр""
w10_l9,w10_l9_v11_mc_prompt,multiple_choice,42,"Ընտրիր "բեմ"-ի թարգմանությունը","Choose the meaning of "stage"","Выбери перевод "сцена""
w10_l9,w10_l9_v11_tr_answer,translate,43,"Թարգմանիր՝ "բեմ"","Translate: "բեմ"","Переведи: "բեմ""
w10_l9,w10_l9_v11_tr_prompt,translate,47,"Թարգմանիր՝ "քննադատ"","Translate: "քննադատ"","Переведи: "քննադատ""
w10_l9,w10_l9_v12,multiple_choice,48,"Ընտրիր "գլուխգործոց"-ի թարգմանությունը","Choose the meaning of "masterpiece"","Выбери перевод "шедевр""
w10_l9,w10_l9_v12_mc_answer,translate,49,"Թարգմանիր՝ "գլուխգործոց"","Translate: "գլուխգործոց"","Переведи: "գլուխգործոց""
w1_l1,w1_l1_match_prompt,translate,3,"Թարգմանիր՝ "ողջույն"","Translate: "ողջույն"","Переведи: "ողջույն""
w1_l1,w1_l10_match_prompt,translate,7,"Թարգմանիր՝ "բարի օր"","Translate: "բարի օր"","Переведи: "բարի օր""
w1_l1,w1_l10_v0,multiple_choice,8,"Ընտրիր "բարի երեկո"-ի թարգմանությունը","Choose the meaning of "good evening"","Выбери перевод "добрый вечер""
w1_l1,w1_l10_v0_mc_answer,translate,9,"Թարգմանիր՝ "բարի երեկո"","Translate: "բարի երեկո"","Переведи: "բարի երեկո""
w1_l1,w1_l10_v0_mc_prompt,translate,13,"Թարգմանիր՝ "ցտեսություն"","Translate: "ցտեսություն"","Переведи: "ցտեսություն""
w1_l1,w1_l10_v0_tr_answer,multiple_choice,14,"Ընտրիր "կտեսնվենք"-ի թարգմանությունը","Choose the meaning of "see you"","Выбери перевод "увидимся""
w1_l1,w1_l10_v0_tr_prompt,multiple_choice,18,"Ընտրիր "հաճելի է"-ի թարգմանությունը","Choose the meaning of "nice"","Выбери перевод "приятно""
w1_l1,w1_l10_v1,translate,19,"Թարգմանիր՝ "հաճելի է"","Translate: "հաճելի է"","Переведи: "հաճելի է""
w1_l1,w1_l10_v1_mc_answer,multiple_choice,20,"Ընտրիր "ծանոթանալ"-ի թարգմանությունը","Choose the meaning of "to meet"","Выбери перевод "познакомиться""
w1_l1,w1_l10_v1_mc_prompt,multiple_choice,24,"Ընտրիր "ընկեր"-ի թարգմանությունը","Choose the meaning of "friend"","Выбери перевод "друг""
w1_l1,w1_l10_v1_tr_answer,translate,25,"Թարգմանիր՝ "ընկեր"","Translate: "ընկեր"","Переведи: "ընկեր""
w1_l1,w1_l10_v1_tr_prompt,translate,29,"Թարգմանիր՝ "տիկին"","Translate: "տիկին"","Переведи: "տիկին""
w1_l1,w1_l10_v10,multiple_choice,30,"Ընտրիր "շնորհակալություն"-ի թարգմանությունը","Choose the meaning of "thank you"","Выбери перевод "спасибо""
w1_l1,w1_l10_v10_mc_answer,translate,31,"Թարգմանիր՝ "շնորհակալություն"","Translate: "շնորհակալություն"","Переведи: "շնորհակալություն""
w1_l1,w1_l10_v10_mc_prompt,translate,35,"Թարգմանիր՝ "ներեցեք"","Translate: "ներեցեք"","Переведи: "ներեցեք""
w1_l1,w1_l10_v10_tr_answer,multiple_choice,36,"Ընտրիր "այո"-ի թարգմանությունը","Choose the meaning of "yes"","Выбери перевод "да""
w1_l1,w1_l10_v10_tr_prompt,multiple_choice,40,"Ընտրիր "ինչպես"-ի թարգմանությունը","Choose the meaning of "how"","Выбери перевод "как""
w1_l1,w1_l10_v11,translate,41,"Թարգմանիր՝ "ինչպես"","Translate: "ինչպես"","Переведи: "ինչպես""
w1_l1,w1_l10_v11_mc_answer,multiple_choice,42,"Ընտրիր "լավ"-ի թարգմանությունը","Choose the meaning of "good"","Выбери перевод "хорошо""
w1_l1,w1_l10_v11_mc_prompt,multiple_choice,46,"Ընտրիր "վատ"-ի թարգմանությունը","Choose the meaning of "bad"","Выбери перевод "плохо""
w1_l1,w1_l10_v11_tr_answer,translate,47,"Թարգմանիր՝ "վատ"","Translate: "վատ"","Переведи: "վատ""
w1_l10,w1_l10_match_prompt,translate,3,"Թարգմանիր՝ "ուսուցիչ"","Translate: "ուսուցիչ"","Переведи: "ուսուցիչ""
w1_l10,w1_l10_v0,multiple_choice,4,"Ընտրիր "ինժեներ"-ի թարգմանությունը","Choose the meaning of "engineer"","Выбери перевод "инженер""
w1_l10,w1_l10_v0_mc_answer,translate,5,"Թարգմանիր՝ "ինժեներ"","Translate: "ինժեներ"","Переведи: "ինժեներ""
w1_l10,w1_l10_v0_mc_prompt,translate,9,"Թարգմանիր՝ "լրագրող"","Translate: "լրագրող"","Переведи: "լրագրող""
w1_l10,w1_l10_v0_tr_answer,multiple_choice,10,"Ընտրիր "իրավաբան"-ի թարգմանությունը","Choose the meaning of "lawyer"","Выбери перевод "юрист""
w1_l10,w1_l10_v0_tr_prompt,multiple_choice,14,"Ընտրիր "երաժիշտ"-ի թարգմանությունը","Choose the meaning of "musician"","Выбери перевод "музыкант""
w1_l10,w1_l10_v1,translate,15,"Թարգմանիր՝ "երաժիշտ"","Translate: "երաժիշտ"","Переведи: "երաժիշտ""
w1_l10,w1_l10_v1_mc_answer,multiple_choice,16,"Ընտրիր "խոհարար"-ի թարգմանությունը","Choose the meaning of "cook"","Выбери перевод "повар""
w1_l10,w1_l10_v1_mc_prompt,multiple_choice,20,"Ընտրիր "վարորդ"-ի թարգմանությունը","Choose the meaning of "driver"","Выбери перевод "водитель""
w1_l10,w1_l10_v1_tr_answer,translate,21,"Թարգմանիր՝ "վարորդ"","Translate: "վարորդ"","Переведи: "վարորդ""
w1_l10,w1_l10_v1_tr_prompt,translate,25,"Թարգմանիր՝ "զինվոր"","Translate: "զինվոր"","Переведи: "զինվոր""
w1_l10,w1_l10_v10,multiple_choice,26,"Ընտրիր "քարտուղարուհի"-ի թարգմանությունը","Choose the meaning of "secretary"","Выбери перевод "секретарь""
w1_l10,w1_l10_v10_mc_answer,translate,27,"Թարգմանիր՝ "քարտուղարուհի"","Translate: "քարտուղարուհի"","Переведи: "քարտուղարուհի""
w1_l10,w1_l10_v10_mc_prompt,translate,31,"Թարգմանիր՝ "տնօրեն"","Translate: "տնօրեն"","Переведи: "տնօրեն""
w1_l10,w1_l10_v10_tr_answer,multiple_choice,32,"Ընտրիր "գիտնական"-ի թարգմանությունը","Choose the meaning of "scientist"","Выбери перевод "учёный""
w1_l10,w1_l10_v10_tr_prompt,multiple_choice,36,"Ընտրիր "ճարտարապետ"-ի թարգմանությունը","Choose the meaning of "architect"","Выбери перевод "архитектор""
