Lesson,Exercise ID,Type,Prompt,Answer,Audio ID,Has Audio
w1_l5,w1_l5_mc_23,multiple_choice,"Ընտրիր "լեզու"-ի թարգմանությունը","language",000256,NO
w1_l5,w1_l5_tr_23,translate,"Թարգմանիր՝ "լեզու"","language",000262,NO
w1_l5,w1_l5_mc_24,multiple_choice,"Ընտրիր "մշակույթ"-ի թարգմանությունը","culture",000266,NO
w1_l5,w1_l5_tr_24,translate,"Թարգմանիր՝ "մշակույթ"","culture",000272,NO
w1_l5,w1_l5_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",001392,NO
w1_l6,w1_l6_mc_0,multiple_choice,"Ընտրիր "հայերեն"-ի թարգմանությունը","Armenian (language)",000026,NO
w1_l6,w1_l6_tr_0,translate,"Թարգմանիր՝ "հայերեն"","Armenian (language)",000032,NO
w1_l6,w1_l6_mc_1,multiple_choice,"Ընտրիր "ռուսերեն"-ի թարգմանությունը","Russian (language)",000036,NO
w1_l6,w1_l6_tr_1,translate,"Թարգմանիր՝ "ռուսերեն"","Russian (language)",000042,NO
w1_l6,w1_l6_mc_2,multiple_choice,"Ընտրիր "անգլերեն"-ի թարգմանությունը","English",000046,NO
w1_l6,w1_l6_tr_2,translate,"Թարգմանիր՝ "անգլերեն"","English",000052,NO
w1_l6,w1_l6_mc_3,multiple_choice,"Ընտրիր "ֆրանսերեն"-ի թարգմանությունը","French",000056,NO
w1_l6,w1_l6_tr_3,translate,"Թարգմանիր՝ "ֆրանսերեն"","French",000062,NO
w1_l6,w1_l6_mc_4,multiple_choice,"Ընտրիր "գերմաներեն"-ի թարգմանությունը","German",000066,NO
w1_l6,w1_l6_tr_4,translate,"Թարգմանիր՝ "գերմաներեն"","German",000072,NO
w1_l6,w1_l6_mc_5,multiple_choice,"Ընտրիր "իտալերեն"-ի թարգմանությունը","Italian",000076,NO
w1_l6,w1_l6_tr_5,translate,"Թարգմանիր՝ "իտալերեն"","Italian",000082,NO
w1_l6,w1_l6_mc_6,multiple_choice,"Ընտրիր "իսպաներեն"-ի թարգմանությունը","Spanish",000086,NO
w1_l6,w1_l6_tr_6,translate,"Թարգմանիր՝ "իսպաներեն"","Spanish",000092,NO
w1_l6,w1_l6_mc_7,multiple_choice,"Ընտրիր "չինարեն"-ի թարգմանությունը","Chinese",000096,NO
w1_l6,w1_l6_tr_7,translate,"Թարգմանիր՝ "չինարեն"","Chinese",000102,NO
w1_l6,w1_l6_mc_8,multiple_choice,"Ընտրիր "ճապոներեն"-ի թարգմանությունը","Japanese",000106,NO
w1_l6,w1_l6_tr_8,translate,"Թարգմանիր՝ "ճապոներեն"","Japanese",000112,NO
w1_l6,w1_l6_mc_9,multiple_choice,"Ընտրիր "արաբերեն"-ի թարգմանությունը","Arabic",000116,NO
w1_l6,w1_l6_tr_9,translate,"Թարգմանիր՝ "արաբերեն"","Arabic",000122,NO
w1_l6,w1_l6_mc_10,multiple_choice,"Ընտրիր "խոսել"-ի թարգմանությունը","to speak",000126,NO
w1_l6,w1_l6_tr_10,translate,"Թարգմանիր՝ "խոսել"","to speak",000132,NO
w1_l6,w1_l6_mc_11,multiple_choice,"Ընտրիր "հասկանալ"-ի թարգմանությունը","to understand",000136,NO
w1_l6,w1_l6_tr_11,translate,"Թարգմանիր՝ "հասկանալ"","to understand",000142,NO
w1_l6,w1_l6_mc_12,multiple_choice,"Ընտրիր "կարդալ"-ի թարգմանությունը","to read",000146,NO
w1_l6,w1_l6_tr_12,translate,"Թարգմանիր՝ "կարդալ"","to read",000152,NO
w1_l6,w1_l6_mc_13,multiple_choice,"Ընտրիր "գրել"-ի թարգմանությունը","to write",000156,NO
w1_l6,w1_l6_tr_13,translate,"Թարգմանիր՝ "գրել"","to write",000162,NO
w1_l6,w1_l6_mc_14,multiple_choice,"Ընտրիր "սովորել"-ի թարգմանությունը","to learn",000166,NO
w1_l6,w1_l6_tr_14,translate,"Թարգմանիր՝ "սովորել"","to learn",000172,NO
w1_l6,w1_l6_mc_15,multiple_choice,"Ընտրիր "բառ"-ի թարգմանությունը","word",000176,NO
w1_l6,w1_l6_tr_15,translate,"Թարգմանիր՝ "բառ"","word",000182,NO
w1_l6,w1_l6_mc_16,multiple_choice,"Ընտրիր "նախադասություն"-ի թարգմանությունը","sentence",000186,NO
w1_l6,w1_l6_tr_16,translate,"Թարգմանիր՝ "նախադասություն"","sentence",000192,NO
w1_l6,w1_l6_mc_17,multiple_choice,"Ընտրիր "քերականություն"-ի թարգմանությունը","grammar",000196,NO
w1_l6,w1_l6_tr_17,translate,"Թարգմանիր՝ "քերականություն"","grammar",000202,NO
w1_l6,w1_l6_mc_18,multiple_choice,"Ընտրիր "արտասանություն"-ի թարգմանությունը","pronunciation",000206,NO
w1_l6,w1_l6_tr_18,translate,"Թարգմանիր՝ "արտասանություն"","pronunciation",000212,NO
w1_l6,w1_l6_mc_19,multiple_choice,"Ընտրիր "բառարան"-ի թարգմանությունը","dictionary",000216,NO
w1_l6,w1_l6_tr_19,translate,"Թարգմանիր՝ "բառարան"","dictionary",000222,NO
w1_l6,w1_l6_mc_20,multiple_choice,"Ընտրիր "մայրենի"-ի թարգմանությունը","native",000226,NO
w1_l6,w1_l6_tr_20,translate,"Թարգմանիր՝ "մայրենի"","native",000232,NO
w1_l6,w1_l6_mc_21,multiple_choice,"Ընտրիր "օտար"-ի թարգմանությունը","foreign",000236,NO
w1_l6,w1_l6_tr_21,translate,"Թարգմանիր՝ "օտար"","foreign",000242,NO
w1_l6,w1_l6_mc_22,multiple_choice,"Ընտրիր "հեշտ"-ի թարգմանությունը","easy",000246,NO
w1_l6,w1_l6_tr_22,translate,"Թարգմանիր՝ "հեշտ"","easy",000252,NO
w1_l6,w1_l6_mc_23,multiple_choice,"Ընտրիր "դժվար"-ի թարգմանությունը","difficult",000256,NO
w1_l6,w1_l6_tr_23,translate,"Թարգմանիր՝ "դժվար"","difficult",000262,NO
w1_l6,w1_l6_mc_24,multiple_choice,"Ընտրիր "պրակտիկա"-ի թարգմանությունը","practice",000266,NO
w1_l6,w1_l6_tr_24,translate,"Թարգմանիր՝ "պրակտիկա"","practice",000272,NO
w1_l6,w1_l6_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",001671,NO
w1_l7,w1_l7_mc_0,multiple_choice,"Ընտրիր "մեկ"-ի թարգմանությունը","one",000026,NO
w1_l7,w1_l7_tr_0,translate,"Թարգմանիր՝ "մեկ"","one",000032,NO
w1_l7,w1_l7_mc_1,multiple_choice,"Ընտրիր "երկու"-ի թարգմանությունը","two",000036,NO
w1_l7,w1_l7_tr_1,translate,"Թարգմանիր՝ "երկու"","two",000042,NO
w1_l7,w1_l7_mc_2,multiple_choice,"Ընտրիր "երեք"-ի թարգմանությունը","three",000046,NO
w1_l7,w1_l7_tr_2,translate,"Թարգմանիր՝ "երեք"","three",000052,NO
w1_l7,w1_l7_mc_3,multiple_choice,"Ընտրիր "չորս"-ի թարգմանությունը","four",000056,NO
w1_l7,w1_l7_tr_3,translate,"Թարգմանիր՝ "չորս"","four",000062,NO
w1_l7,w1_l7_mc_4,multiple_choice,"Ընտրիր "հինգ"-ի թարգմանությունը","five",000066,NO
w1_l7,w1_l7_tr_4,translate,"Թարգմանիր՝ "հինգ"","five",000072,NO
w1_l7,w1_l7_mc_5,multiple_choice,"Ընտրիր "վեց"-ի թարգմանությունը","six",000076,NO
w1_l7,w1_l7_tr_5,translate,"Թարգմանիր՝ "վեց"","six",000082,NO
w1_l7,w1_l7_mc_6,multiple_choice,"Ընտրիր "յոթ"-ի թարգմանությունը","seven",000086,NO
w1_l7,w1_l7_tr_6,translate,"Թարգմանիր՝ "յոթ"","seven",000092,NO
w1_l7,w1_l7_mc_7,multiple_choice,"Ընտրիր "ութ"-ի թարգմանությունը","eight",000096,NO
w1_l7,w1_l7_tr_7,translate,"Թարգմանիր՝ "ութ"","eight",000102,NO
w1_l7,w1_l7_mc_8,multiple_choice,"Ընտրիր "ինը"-ի թարգմանությունը","nine",000106,NO
w1_l7,w1_l7_tr_8,translate,"Թարգմանիր՝ "ինը"","nine",000112,NO
w1_l7,w1_l7_mc_9,multiple_choice,"Ընտրիր "տասը"-ի թարգմանությունը","ten",000116,NO
w1_l7,w1_l7_tr_9,translate,"Թարգմանիր՝ "տասը"","ten",000122,NO
w1_l7,w1_l7_mc_10,multiple_choice,"Ընտրիր "երեսուն"-ի թարգմանությունը","thirty",000126,NO
w1_l7,w1_l7_tr_10,translate,"Թարգմանիր՝ "երեսուն"","thirty",000132,NO
w1_l7,w1_l7_mc_11,multiple_choice,"Ընտրիր "քառասուն"-ի թարգմանությունը","forty",000136,NO
w1_l7,w1_l7_tr_11,translate,"Թարգմանիր՝ "քառասուն"","forty",000142,NO
w1_l7,w1_l7_mc_12,multiple_choice,"Ընտրիր "հիսուն"-ի թարգմանությունը","fifty",000146,NO
w1_l7,w1_l7_tr_12,translate,"Թարգմանիր՝ "հիսուն"","fifty",000152,NO
w1_l7,w1_l7_mc_13,multiple_choice,"Ընտրիր "վաթսուն"-ի թարգմանությունը","sixty",000156,NO
w1_l7,w1_l7_tr_13,translate,"Թարգմանիր՝ "վաթսուն"","sixty",000162,NO
w1_l7,w1_l7_mc_14,multiple_choice,"Ընտրիր "յոթանասուն"-ի թարգմանությունը","seventy",000166,NO
w1_l7,w1_l7_tr_14,translate,"Թարգմանիր՝ "յոթանասուն"","seventy",000172,NO
w1_l7,w1_l7_mc_15,multiple_choice,"Ընտրիր "ութսուն"-ի թարգմանությունը","eighty",000176,NO
w1_l7,w1_l7_tr_15,translate,"Թարգմանիր՝ "ութսուն"","eighty",000182,NO
w1_l7,w1_l7_mc_16,multiple_choice,"Ընտրիր "իննսուն"-ի թարգմանությունը","ninety",000186,NO
w1_l7,w1_l7_tr_16,translate,"Թարգմանիր՝ "իննսուն"","ninety",000192,NO
w1_l7,w1_l7_mc_17,multiple_choice,"Ընտրիր "հարյուր"-ի թարգմանությունը","hundred",000196,NO
w1_l7,w1_l7_tr_17,translate,"Թարգմանիր՝ "հարյուր"","hundred",000202,NO
w1_l7,w1_l7_mc_18,multiple_choice,"Ընտրիր "տարի"-ի թարգմանությունը","year",000206,NO
w1_l7,w1_l7_tr_18,translate,"Թարգմանիր՝ "տարի"","year",000212,NO
w1_l7,w1_l7_mc_19,multiple_choice,"Ընտրիր "տարեկան"-ի թարգմանությունը","years old",000216,NO
w1_l7,w1_l7_tr_19,translate,"Թարգմանիր՝ "տարեկան"","years old",000222,NO
w1_l7,w1_l7_mc_20,multiple_choice,"Ընտրիր "ծնունդ"-ի թարգմանությունը","birthday",000226,NO
w1_l7,w1_l7_tr_20,translate,"Թարգմանիր՝ "ծնունդ"","birthday",000232,NO
w1_l7,w1_l7_mc_21,multiple_choice,"Ընտրիր "երիտասարդ"-ի թարգմանությունը","young",000236,NO
w1_l7,w1_l7_tr_21,translate,"Թարգմանիր՝ "երիտասարդ"","young",000242,NO
w1_l7,w1_l7_mc_22,multiple_choice,"Ընտրիր "մեծ"-ի թարգմանությունը","old/big",000246,NO
w1_l7,w1_l7_tr_22,translate,"Թարգմանիր՝ "մեծ"","old/big",000252,NO
w1_l7,w1_l7_mc_23,multiple_choice,"Ընտրիր "փոքր"-ի թարգմանությունը","small/young",000256,NO
w1_l7,w1_l7_tr_23,translate,"Թարգմանիր՝ "փոքր"","small/young",000262,NO
w1_l7,w1_l7_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",001939,NO
w1_l8,w1_l8_mc_0,multiple_choice,"Ընտրիր "մայր"-ի թարգմանությունը","mother",000026,NO
w1_l8,w1_l8_tr_0,translate,"Թարգմանիր՝ "մայր"","mother",000032,NO
w1_l8,w1_l8_mc_1,multiple_choice,"Ընտրիր "հայր"-ի թարգմանությունը","father",000036,NO
w1_l8,w1_l8_tr_1,translate,"Թարգմանիր՝ "հայր"","father",000042,NO
w1_l8,w1_l8_mc_2,multiple_choice,"Ընտրիր "քույր"-ի թարգմանությունը","sister",000046,NO
w1_l8,w1_l8_tr_2,translate,"Թարգմանիր՝ "քույր"","sister",000052,NO
w1_l8,w1_l8_mc_3,multiple_choice,"Ընտրիր "եղբայր"-ի թարգմանությունը","brother",000056,NO
w1_l8,w1_l8_tr_3,translate,"Թարգմանիր՝ "եղբայր"","brother",000062,NO
w1_l8,w1_l8_mc_4,multiple_choice,"Ընտրիր "որդի"-ի թարգմանությունը","son",000066,NO
w1_l8,w1_l8_tr_4,translate,"Թարգմանիր՝ "որդի"","son",000072,NO
w1_l8,w1_l8_mc_5,multiple_choice,"Ընտրիր "դուստր"-ի թարգմանությունը","daughter",000076,NO
w1_l8,w1_l8_tr_5,translate,"Թարգմանիր՝ "դուստր"","daughter",000082,NO
w1_l8,w1_l8_mc_6,multiple_choice,"Ընտրիր "տատիկ"-ի թարգմանությունը","grandmother",000086,NO
w1_l8,w1_l8_tr_6,translate,"Թարգմանիր՝ "տատիկ"","grandmother",000092,NO
w1_l8,w1_l8_mc_7,multiple_choice,"Ընտրիր "պապիկ"-ի թարգմանությունը","grandfather",000096,NO
w1_l8,w1_l8_tr_7,translate,"Թարգմանիր՝ "պապիկ"","grandfather",000102,NO
w1_l8,w1_l8_mc_8,multiple_choice,"Ընտրիր "հորեղբայր"-ի թարգմանությունը","uncle (paternal)",000106,NO
w1_l8,w1_l8_tr_8,translate,"Թարգմանիր՝ "հորեղբայր"","uncle (paternal)",000112,NO
w1_l8,w1_l8_mc_9,multiple_choice,"Ընտրիր "մորեղբայր"-ի թարգմանությունը","uncle (maternal)",000116,NO
w1_l8,w1_l8_tr_9,translate,"Թարգմանիր՝ "մորեղբայր"","uncle (maternal)",000122,NO
w1_l8,w1_l8_mc_10,multiple_choice,"Ընտրիր "հորաքույր"-ի թարգմանությունը","aunt (paternal)",000126,NO
w1_l8,w1_l8_tr_10,translate,"Թարգմանիր՝ "հորաքույր"","aunt (paternal)",000132,NO
w1_l8,w1_l8_mc_11,multiple_choice,"Ընտրիր "մորաքույր"-ի թարգմանությունը","aunt (maternal)",000136,NO
w1_l8,w1_l8_tr_11,translate,"Թարգմանիր՝ "մորաքույր"","aunt (maternal)",000142,NO
w1_l8,w1_l8_mc_12,multiple_choice,"Ընտրիր "զարմիկ"-ի թարգմանությունը","cousin (m)",000146,NO
w1_l8,w1_l8_tr_12,translate,"Թարգմանիր՝ "զարմիկ"","cousin (m)",000152,NO
w1_l8,w1_l8_mc_13,multiple_choice,"Ընտրիր "զարմուհի"-ի թարգմանությունը","cousin (f)",000156,NO
w1_l8,w1_l8_tr_13,translate,"Թարգմանիր՝ "զարմուհի"","cousin (f)",000162,NO
w1_l8,w1_l8_mc_14,multiple_choice,"Ընտրիր "ամուսին"-ի թարգմանությունը","husband",000166,NO
w1_l8,w1_l8_tr_14,translate,"Թարգմանիր՝ "ամուսին"","husband",000172,NO
w1_l8,w1_l8_mc_15,multiple_choice,"Ընտրիր "կին"-ի թարգմանությունը","wife",000176,NO
w1_l8,w1_l8_tr_15,translate,"Թարգմանիր՝ "կին"","wife",000182,NO
w1_l8,w1_l8_mc_16,multiple_choice,"Ընտրիր "երեխա"-ի թարգմանությունը","child",000186,NO
w1_l8,w1_l8_tr_16,translate,"Թարգմանիր՝ "երեխա"","child",000192,NO
w1_l8,w1_l8_mc_17,multiple_choice,"Ընտրիր "երեխաներ"-ի թարգմանությունը","children",000196,NO
w1_l8,w1_l8_tr_17,translate,"Թարգմանիր՝ "երեխաներ"","children",000202,NO
w1_l8,w1_l8_mc_18,multiple_choice,"Ընտրիր "ընտանիք"-ի թարգմանությունը","family",000206,NO
w1_l8,w1_l8_tr_18,translate,"Թարգմանիր՝ "ընտանիք"","family",000212,NO
w1_l8,w1_l8_mc_19,multiple_choice,"Ընտրիր "հարազատ"-ի թարգմանությունը","relative",000216,NO
w1_l8,w1_l8_tr_19,translate,"Թարգմանիր՝ "հարազատ"","relative",000222,NO
w1_l8,w1_l8_mc_20,multiple_choice,"Ընտրիր "փոքր"-ի թարգմանությունը","younger",000226,NO
w1_l8,w1_l8_tr_20,translate,"Թարգմանիր՝ "փոքր"","younger",000232,NO
w1_l8,w1_l8_mc_21,multiple_choice,"Ընտրիր "մեծ"-ի թարգմանությունը","older",000236,NO
w1_l8,w1_l8_tr_21,translate,"Թարգմանիր՝ "մեծ"","older",000242,NO
w1_l8,w1_l8_mc_22,multiple_choice,"Ընտրիր "միակ"-ի թարգմանությունը","only",000246,NO
w1_l8,w1_l8_tr_22,translate,"Թարգմանիր՝ "միակ"","only",000252,NO
w1_l8,w1_l8_mc_23,multiple_choice,"Ընտրիր "երկվորյակ"-ի թարգմանությունը","twin",000256,NO
w1_l8,w1_l8_tr_23,translate,"Թարգմանիր՝ "երկվորյակ"","twin",000262,NO
w1_l8,w1_l8_mc_24,multiple_choice,"Ընտրիր "ամուսնացած"-ի թարգմանությունը","married",000266,NO
w1_l8,w1_l8_tr_24,translate,"Թարգմանիր՝ "ամուսնացած"","married",000272,NO
w1_l8,w1_l8_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",002218,NO
w1_l9,w1_l9_mc_0,multiple_choice,"Ընտրիր "ընկեր"-ի թարգմանությունը","friend (m)",000026,NO
w1_l9,w1_l9_tr_0,translate,"Թարգմանիր՝ "ընկեր"","friend (m)",000032,NO
w1_l9,w1_l9_mc_1,multiple_choice,"Ընտրիր "ընկերուհի"-ի թարգմանությունը","friend (f)",000036,NO
w1_l9,w1_l9_tr_1,translate,"Թարգմանիր՝ "ընկերուհի"","friend (f)",000042,NO
w1_l9,w1_l9_mc_2,multiple_choice,"Ընտրիր "լավագույն"-ի թարգմանությունը","best",000046,NO
w1_l9,w1_l9_tr_2,translate,"Թարգմանիր՝ "լավագույն"","best",000052,NO
w1_l9,w1_l9_mc_3,multiple_choice,"Ընտրիր "մտերիմ"-ի թարգմանությունը","close",000056,NO
w1_l9,w1_l9_tr_3,translate,"Թարգմանիր՝ "մտերիմ"","close",000062,NO
w1_l9,w1_l9_mc_4,multiple_choice,"Ընտրիր "հին"-ի թարգմանությունը","old",000066,NO
w1_l9,w1_l9_tr_4,translate,"Թարգմանիր՝ "հին"","old",000072,NO
w1_l9,w1_l9_mc_5,multiple_choice,"Ընտրիր "նոր"-ի թարգմանությունը","new",000076,NO
w1_l9,w1_l9_tr_5,translate,"Թարգմանիր՝ "նոր"","new",000082,NO
w1_l9,w1_l9_mc_6,multiple_choice,"Ընտրիր "հանդիպել"-ի թարգմանությունը","to meet",000086,NO
w1_l9,w1_l9_tr_6,translate,"Թարգմանիր՝ "հանդիպել"","to meet",000092,NO
w1_l9,w1_l9_mc_7,multiple_choice,"Ընտրիր "զանգել"-ի թարգմանությունը","to call",000096,NO
w1_l9,w1_l9_tr_7,translate,"Թարգմանիր՝ "զանգել"","to call",000102,NO
w1_l9,w1_l9_mc_8,multiple_choice,"Ընտրիր "գրել"-ի թարգմանությունը","to write",000106,NO
w1_l9,w1_l9_tr_8,translate,"Թարգմանիր՝ "գրել"","to write",000112,NO
w1_l9,w1_l9_mc_9,multiple_choice,"Ընտրիր "հաղորդակցվել"-ի թարգմանությունը","to communicate",000116,NO
w1_l9,w1_l9_tr_9,translate,"Թարգմանիր՝ "հաղորդակցվել"","to communicate",000122,NO
w1_l9,w1_l9_mc_10,multiple_choice,"Ընտրիր "խոսել"-ի թարգմանությունը","to talk",000126,NO
w1_l9,w1_l9_tr_10,translate,"Թարգմանիր՝ "խոսել"","to talk",000132,NO
w1_l9,w1_l9_mc_11,multiple_choice,"Ընտրիր "խաղալ"-ի թարգմանությունը","to play",000136,NO
w1_l9,w1_l9_tr_11,translate,"Թարգմանիր՝ "խաղալ"","to play",000142,NO
w1_l9,w1_l9_mc_12,multiple_choice,"Ընտրիր "քայլել"-ի թարգմանությունը","to walk",000146,NO
w1_l9,w1_l9_tr_12,translate,"Թարգմանիր՝ "քայլել"","to walk",000152,NO
w1_l9,w1_l9_mc_13,multiple_choice,"Ընտրիր "ծիծաղել"-ի թարգմանությունը","to laugh",000156,NO
w1_l9,w1_l9_tr_13,translate,"Թարգմանիր՝ "ծիծաղել"","to laugh",000162,NO
w1_l9,w1_l9_mc_14,multiple_choice,"Ընտրիր "զվարճանալ"-ի թարգմանությունը","to have fun",000166,NO
